property_id,property_name,account_id,account_name,websites,create_time,update_time
371939401,Congressional Staff Academy  - GA4,169438601,House Learning Center,https://house.csod.com,2023-04-24T16:19:57.272Z,2023-07-03T19:30:42.334Z
